diagnostics_Versions_PyRadiomics,diagnostics_Versions_Numpy,diagnostics_Versions_SimpleITK,diagnostics_Versions_PyWavelet,diagnostics_Versions_Python,diagnostics_Configuration_Settings,diagnostics_Configuration_EnabledImageTypes,diagnostics_Image-original_Hash,diagnostics_Image-original_Dimensionality,diagnostics_Image-original_Spacing,diagnostics_Image-original_Size,diagnostics_Image-original_Mean,diagnostics_Image-original_Minimum,diagnostics_Image-original_Maximum,diagnostics_Mask-original_Hash,diagnostics_Mask-original_Spacing,diagnostics_Mask-original_Size,diagnostics_Mask-original_BoundingBox,diagnostics_Mask-original_VoxelNum,diagnostics_Mask-original_VolumeNum,diagnostics_Mask-original_CenterOfMassIndex,diagnostics_Mask-original_CenterOfMass,original_firstorder_10Percentile,original_firstorder_90Percentile,original_firstorder_Energy,original_firstorder_Entropy,original_firstorder_InterquartileRange,original_firstorder_Kurtosis,original_firstorder_Maximum,original_firstorder_MeanAbsoluteDeviation,original_firstorder_Mean,original_firstorder_Median,original_firstorder_Minimum,original_firstorder_Range,original_firstorder_RobustMeanAbsoluteDeviation,original_firstorder_RootMeanSquared,original_firstorder_Skewness,original_firstorder_TotalEnergy,original_firstorder_Uniformity,original_firstorder_Variance,original_glcm_Autocorrelation,original_glcm_ClusterProminence,original_glcm_ClusterShade,original_glcm_ClusterTendency,original_glcm_Contrast,original_glcm_Correlation,original_glcm_DifferenceAverage,original_glcm_DifferenceEntropy,original_glcm_DifferenceVariance,original_glcm_Id,original_glcm_Idm,original_glcm_Idmn,original_glcm_Idn,original_glcm_Imc1,original_glcm_Imc2,original_glcm_InverseVariance,original_glcm_JointAverage,original_glcm_JointEnergy,original_glcm_JointEntropy,original_glcm_MCC,original_glcm_MaximumProbability,original_glcm_SumAverage,original_glcm_SumEntropy,original_glcm_SumSquares,original_glrlm_GrayLevelNonUniformity,original_glrlm_GrayLevelNonUniformityNormalized,original_glrlm_GrayLevelVariance,original_glrlm_HighGrayLevelRunEmphasis,original_glrlm_LongRunEmphasis,original_glrlm_LongRunHighGrayLevelEmphasis,original_glrlm_LongRunLowGrayLevelEmphasis,original_glrlm_LowGrayLevelRunEmphasis,original_glrlm_RunEntropy,original_glrlm_RunLengthNonUniformity,original_glrlm_RunLengthNonUniformityNormalized,original_glrlm_RunPercentage,original_glrlm_RunVariance,original_glrlm_ShortRunEmphasis,original_glrlm_ShortRunHighGrayLevelEmphasis,original_glrlm_ShortRunLowGrayLevelEmphasis,original_glszm_GrayLevelNonUniformity,original_glszm_GrayLevelNonUniformityNormalized,original_glszm_GrayLevelVariance,original_glszm_HighGrayLevelZoneEmphasis,original_glszm_LargeAreaEmphasis,original_glszm_LargeAreaHighGrayLevelEmphasis,original_glszm_LargeAreaLowGrayLevelEmphasis,original_glszm_LowGrayLevelZoneEmphasis,original_glszm_SizeZoneNonUniformity,original_glszm_SizeZoneNonUniformityNormalized,original_glszm_SmallAreaEmphasis,original_glszm_SmallAreaHighGrayLevelEmphasis,original_glszm_SmallAreaLowGrayLevelEmphasis,original_glszm_ZoneEntropy,original_glszm_ZonePercentage,original_glszm_ZoneVariance,original_gldm_DependenceEntropy,original_gldm_DependenceNonUniformity,original_gldm_DependenceNonUniformityNormalized,original_gldm_DependenceVariance,original_gldm_GrayLevelNonUniformity,original_gldm_GrayLevelVariance,original_gldm_HighGrayLevelEmphasis,original_gldm_LargeDependenceEmphasis,original_gldm_LargeDependenceHighGrayLevelEmphasis,original_gldm_LargeDependenceLowGrayLevelEmphasis,original_gldm_LowGrayLevelEmphasis,original_gldm_SmallDependenceEmphasis,original_gldm_SmallDependenceHighGrayLevelEmphasis,original_gldm_SmallDependenceLowGrayLevelEmphasis,original_ngtdm_Busyness,original_ngtdm_Coarseness,original_ngtdm_Complexity,original_ngtdm_Contrast,original_ngtdm_Strength,Patient_ID,Nodule_ID
v3.0.1,1.23.5,2.4.0,1.4.1,3.8.20,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True}",{'Original': {}},34f04d5ca19cbf26637eb21136374a6ef7b0f198,3D,"(1.0, 1.0, 1.0)","(141, 512, 512)",-981.6625911090391,-1000.0,400.0,5885db0050934c3725db0090689cf5d33b2c4408,"(1.0, 1.0, 1.0)","(141, 512, 512)","(108, 147, 351, 1, 11, 11)",28,1,"(108.0, 151.14285714285714, 356.07142857142856)","(108.0, 151.14285714285714, 356.07142857142856)",-1000.0,-1000.0,28000000.0,-3.203426503814917e-16,0.0,0.0,-1000.0,0.0,-1000.0,-1000.0,-1000.0,0.0,0.0,1000.0,0.0,28000000.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.203426503814917e-16,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-3.203426503814917e-16,1,1.0,2.0,-3.203426503814917e-16,0.0,21.0,1.0,0.0,1.0,2.2545454545454544,2.2545454545454544,2.2545454545454544,1.0,1.0094210263454106,12.804545454545455,0.6086157024793388,0.75,0.46462809917355374,0.8023939393939393,0.8023939393939393,0.8023939393939393,1.0,1.0,0.0,1.0,784.0,784.0,784.0,1.0,1.0,1.0,0.0012755102040816326,0.0012755102040816326,0.0012755102040816326,-3.203426503814917e-16,0.03571428571428571,0.0,-3.203426503814917e-16,28.0,1.0,0.0,28.0,0.0,1.0,9.0,9.0,9.0,1.0,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.0,1000000.0,0.0,0.0,0.0,LIDC-IDRI-0229,2
v3.0.1,1.23.5,2.4.0,1.4.1,3.8.20,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True}",{'Original': {}},34f04d5ca19cbf26637eb21136374a6ef7b0f198,3D,"(1.0, 1.0, 1.0)","(141, 512, 512)",-981.6625911090391,-1000.0,400.0,340e9f2a85746aa2bbcc1758bd4497783fbe6159,"(1.0, 1.0, 1.0)","(141, 512, 512)","(100, 95, 276, 4, 17, 16)",151,1,"(101.45695364238411, 103.36423841059603, 283.8476821192053)","(101.45695364238411, 103.36423841059603, 283.8476821192053)",-1000.0,-1000.0,151000000.0,-3.203426503814917e-16,0.0,0.0,-1000.0,0.0,-1000.0,-1000.0,-1000.0,0.0,0.0,1000.0,0.0,151000000.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.2034265038149176e-16,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-3.2034265038149176e-16,1,1.0,2.0,-3.2034265038149176e-16,0.0,125.84615384615384,1.0,0.0,1.0,1.8925179219367307,1.8925179219367307,1.8925179219367307,1.0,0.7158336362489924,93.89721971040362,0.742127176412262,0.8334182373917474,0.41057073782380293,0.8833556726657522,0.8833556726657522,0.8833556726657522,1.0,1.0,0.0,1.0,22801.0,22801.0,22801.0,1.0,1.0,1.0,4.385772553835358e-05,4.385772553835358e-05,4.385772553835358e-05,-3.203426503814917e-16,0.006622516556291391,0.0,2.2930757551168326,40.12582781456954,0.26573395903688435,2.7512828384719974,151.0,0.0,1.0,31.172185430463575,31.172185430463575,31.172185430463575,1.0,0.049802089955432755,0.049802089955432755,0.049802089955432755,0.0,1000000.0,0.0,0.0,0.0,LIDC-IDRI-0229,3
v3.0.1,1.23.5,2.4.0,1.4.1,3.8.20,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True}",{'Original': {}},34f04d5ca19cbf26637eb21136374a6ef7b0f198,3D,"(1.0, 1.0, 1.0)","(141, 512, 512)",-981.6625911090391,-1000.0,400.0,6683c010a07fb5e7b7b8882115a66753cc71774a,"(1.0, 1.0, 1.0)","(141, 512, 512)","(92, 98, 243, 8, 32, 22)",426,1,"(95.60798122065728, 110.11032863849765, 254.47652582159625)","(95.60798122065728, 110.11032863849765, 254.47652582159625)",-1000.0,-1000.0,425699737.0,0.047765318031479355,0.0,146.84501623347882,-948.0,0.7098789922634461,-999.6408450704225,-1000.0,-1000.0,52.0,0.0,999.6475165161944,11.613872706425834,425699737.0,0.9906433908616017,13.33814388679494,1.017321216722786,0.08198420694005479,0.04508954404988475,0.027014869417402106,0.027676894799983164,0.3017374346140565,0.017321216722786095,0.08931384377321247,0.02701486941740211,0.9930653379848066,0.9923749594463267,0.9977102648927954,0.9961874797231633,-0.0010632658262207336,0.010375580397369594,0.008259998405238663,1.0086606083613927,0.9761113932703035,0.1014572214573998,0.006146598746209696,0.9878566223158125,2.0173212167227854,0.08931384377321247,0.013672941054346317,341.9405638836443,0.9883934620447377,0.014495313505006435,1.032059427706757,2.123765633933784,2.1558250616405408,2.11898910303808,0.9952234691042962,0.8588637514469437,254.04615763319023,0.7297402547824989,0.8120260021668473,0.5680397493156477,0.8762892375369401,0.9083486652436972,0.8715127066412365,1.0,0.3333333333333333,0.6666666666666666,4.666666666666667,59926.0,59929.666666666664,59925.45370370371,0.4537037037037037,1.6666666666666667,0.5555555555555556,0.6666685208259167,4.333335187492583,0.12037222452962039,1.5849625007211552,0.007042253521126761,39761.99999999999,2.7566794745856695,71.6244131455399,0.16813242522427208,4.653970772994776,422.01408450704224,0.011687495867222113,1.0258215962441315,39.31455399061033,39.340375586854464,39.31070683359415,0.9961528429838289,0.04977262494721414,0.07559422119134561,0.04592546793104305,0.6883491311216429,0.3666303287624075,0.04550455675227838,5.243216716646331e-05,1.7417294464461184,LIDC-IDRI-0229,4
v3.0.1,1.23.5,2.4.0,1.4.1,3.8.20,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True}",{'Original': {}},34f04d5ca19cbf26637eb21136374a6ef7b0f198,3D,"(1.0, 1.0, 1.0)","(141, 512, 512)",-981.6625911090391,-1000.0,400.0,b234e040483790177f6e7eb2b27ad1c01da4a24d,"(1.0, 1.0, 1.0)","(141, 512, 512)","(108, 180, 345, 8, 21, 20)",320,1,"(110.828125, 189.31875, 354.63125)","(110.828125, 189.31875, 354.63125)",-1000.0,-1000.0,317669713.0,0.399142602803795,0.0,34.15839910017423,-872.0,6.923554687500038,-996.221875,-1000.0,-1000.0,128.0,0.0,996.3522736085868,5.310358879721165,317669713.0,0.8975,259.8288964843749,1.3166692831451074,15.011544609966531,3.0682263716044478,0.7918210497233755,0.5793174026782121,0.09450264973664388,0.19602550278116032,0.5474123594930904,0.5298117714030857,0.9426344600888351,0.9348567905134944,0.9883460978574615,0.977521841990671,-0.10415140021133679,0.23986323215195873,0.04220791514368876,1.121383306726908,0.8265504310427645,0.6965481026631377,0.2788836891293047,0.9064842419653131,2.242766613453816,0.596818364556288,0.3427846131003969,230.27498924461543,0.8772117765144064,0.4048455012211145,1.7133065827835512,1.956381044436929,2.6864147905752094,1.8986900750256193,0.9445122417361828,1.2260343483567373,193.98578200686805,0.7379016456666598,0.819951923076923,0.4540216051075948,0.8815684583240818,1.5906932502689508,0.8266315028471376,4.111111111111111,0.22839506172839505,2.361111111111111,10.38888888888889,4615.777777777777,4628.333333333333,4614.680077160494,0.3235956790123457,8.666666666666666,0.48148148148148145,0.7123617809070644,9.309584003129286,0.1412815339934842,3.2390979179887824,0.05625,4299.728395061728,3.1080377049665904,45.96875,0.14365234375,5.0983984375,287.2,0.33589843750000004,1.5875,37.375,38.31875,37.281657118055556,0.954052951388889,0.08494716523762283,0.5833846652376228,0.05084907495984505,2.66643161018161,0.03861344223754172,3.2223883441234045,0.003696993285486938,2.026777934681369,LIDC-IDRI-0229,7
v3.0.1,1.23.5,2.4.0,1.4.1,3.8.20,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True}",{'Original': {}},19060ac41cdf3c3b57d5b1c5c7cc8b22e64d4fb6,3D,"(1.0, 1.0, 1.0)","(125, 512, 512)",-974.4252272033691,-1000.0,400.0,b8d3605e5675f32fc956945ff045d3202110a287,"(1.0, 1.0, 1.0)","(125, 512, 512)","(62, 355, 214, 1, 10, 6)",20,1,"(62.0, 359.05, 216.85)","(62.0, 359.05, 216.85)",-1000.0,-1000.0,20000000.0,-3.203426503814917e-16,0.0,0.0,-1000.0,0.0,-1000.0,-1000.0,-1000.0,0.0,0.0,1000.0,0.0,20000000.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.203426503814917e-16,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-3.203426503814917e-16,1,1.0,2.0,-3.203426503814917e-16,0.0,14.75,1.0,0.0,1.0,3.3791783380018674,3.3791783380018674,3.3791783380018674,1.0,0.6825726685638318,11.03534080298786,0.7248765824412553,0.7375,1.2143115198148977,0.852149702473582,0.852149702473582,0.852149702473582,1.0,1.0,0.0,1.0,400.0,400.0,400.0,1.0,1.0,1.0,0.0025,0.0025,0.0025,-3.203426503814917e-16,0.05,0.0,0.46899559358928056,16.4,0.82,0.09000000000000001,20.0,0.0,1.0,9.7,9.7,9.7,1.0,0.10625,0.10625,0.10625,0.0,1000000.0,0.0,0.0,0.0,LIDC-IDRI-0240,5
v3.0.1,1.23.5,2.4.0,1.4.1,3.8.20,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True}",{'Original': {}},7ab2be9ea3b2b34befa5bfc4fd6fa579484f7901,3D,"(1.0, 1.0, 1.0)","(152, 512, 512)",-981.1440337833606,-1000.0,400.0,5bf9c59b6f63a70ba387f8047e474301d43a0dfa,"(1.0, 1.0, 1.0)","(152, 512, 512)","(107, 374, 304, 9, 31, 37)",700,1,"(111.37714285714286, 389.75714285714287, 320.82714285714286)","(111.37714285714286, 389.75714285714287, 320.82714285714286)",-1000.0,-1000.0,699586806.0,0.04667490101762631,0.0,384.92423701809196,-885.0,0.6144979591836851,-999.6914285714286,-1000.0,-1000.0,115.0,0.0,999.7048178623243,18.914190629125947,699586806.0,0.9914530612244896,26.77049795918368,1.0383840116630572,1.7976341218546048,0.42311012292468086,0.11085462180418089,0.09376252304197999,0.23364372580589204,0.031344314857043074,0.10734101649282266,0.09221588472790708,0.9912869218987315,0.989985150841837,0.9974449921562931,0.9959898109242223,-0.1104744881242889,0.056939053036933314,0.0051430827066108195,1.016845440229524,0.9741278948098734,0.12107040170626968,0.13718835506478946,0.9869170271976709,2.0336908804590474,0.10798742890394093,0.05115428621154021,564.3288847909819,0.989441486165685,0.036932790530657574,1.0618114095946205,2.0882383744552815,2.1500497840499024,2.0836486320095093,0.9954102575542277,0.8564401410131294,416.65024857583825,0.7273039744413542,0.8147252747252747,0.5476861133070188,0.8761473011387941,0.9379587107334147,0.8715575586930223,1.0,0.25,2.1875,9.75,121453.0,121461.75,121452.35027777778,0.3502777777777778,2.5,0.625,0.7500005146055343,9.500000514605535,0.10027829238331204,1.9999999999999987,0.005714285714285714,90828.0,2.9215326713427157,108.26,0.15465714285714285,5.475134693877552,694.0171428571429,0.029900000000000003,1.05,39.31428571428572,39.364285714285714,39.31057301587302,0.9962873015873015,0.052810347480086964,0.10281034748008697,0.04909764906738855,1.385900814566363,0.12100782229136957,0.19989493791786053,9.788690476190475e-05,3.0516363636363635,LIDC-IDRI-0242,1
v3.0.1,1.23.5,2.4.0,1.4.1,3.8.20,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True}",{'Original': {}},5adc4d0e8df2c601ab6cc44b06d6b799bdb55cb0,3D,"(1.0, 1.0, 1.0)","(144, 512, 512)",-975.9364193015629,-1000.0,400.0,adbd3fb94c0500a691786e12a19394733f9b0503,"(1.0, 1.0, 1.0)","(144, 512, 512)","(60, 148, 167, 3, 11, 14)",87,1,"(60.91954022988506, 152.82758620689654, 174.1264367816092)","(60.91954022988506, 152.82758620689654, 174.1264367816092)",-1000.0,-1000.0,87000000.0,-3.203426503814917e-16,0.0,0.0,-1000.0,0.0,-1000.0,-1000.0,-1000.0,0.0,0.0,1000.0,0.0,87000000.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.2034265038149176e-16,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-3.2034265038149176e-16,1,1.0,2.0,-3.2034265038149176e-16,0.0,69.38461538461539,1.0,0.0,1.0,1.9555395935697883,1.9555395935697883,1.9555395935697883,1.0,0.8259484762896374,46.975353026494446,0.67355177319437,0.7975243147656941,0.3552480299942066,0.8410283941533051,0.8410283941533051,0.8410283941533051,1.0,1.0,0.0,1.0,7569.0,7569.0,7569.0,1.0,1.0,1.0,0.0001321178491214163,0.0001321178491214163,0.0001321178491214163,-3.203426503814917e-16,0.011494252873563218,0.0,2.201340839967888,27.091954022988507,0.3114017703791782,1.8726383934469546,87.0,0.0,1.0,41.11494252873563,41.11494252873563,41.11494252873563,1.0,0.03075837923504864,0.03075837923504864,0.03075837923504864,0.0,1000000.0,0.0,0.0,0.0,LIDC-IDRI-0244,2
v3.0.1,1.23.5,2.4.0,1.4.1,3.8.20,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True}",{'Original': {}},7b972160faf289ff4a70e2ea4ca32582eebc6ad2,3D,"(1.0, 1.0, 1.0)","(117, 512, 512)",-976.4156649336855,-1000.0,400.0,8d762251ad87417b1ea03c788bcb47a4b7e428c7,"(1.0, 1.0, 1.0)","(117, 512, 512)","(16, 364, 349, 2, 9, 7)",33,1,"(16.393939393939394, 368.3333333333333, 352.06060606060606)","(16.393939393939394, 368.3333333333333, 352.06060606060606)",-1000.0,-1000.0,33000000.0,-3.203426503814917e-16,0.0,0.0,-1000.0,0.0,-1000.0,-1000.0,-1000.0,0.0,0.0,1000.0,0.0,33000000.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.2034265038149176e-16,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-3.2034265038149176e-16,1,1.0,2.0,-3.2034265038149176e-16,0.0,27.53846153846154,1.0,0.0,1.0,1.7500141400808853,1.7500141400808853,1.7500141400808853,1.0,0.7014917362555969,20.189157352565548,0.7228756487232645,0.8344988344988343,0.26634950349560166,0.8689354911616978,0.8689354911616978,0.8689354911616978,1.0,1.0,0.0,1.0,1089.0,1089.0,1089.0,1.0,1.0,1.0,0.0009182736455463728,0.0009182736455463728,0.0009182736455463728,-3.203426503814917e-16,0.030303030303030304,0.0,1.9122374138377554,11.0,0.3333333333333333,1.1808999081726355,33.0,0.0,1.0,29.303030303030305,29.303030303030305,29.303030303030305,1.0,0.04239005703291418,0.04239005703291418,0.04239005703291418,0.0,1000000.0,0.0,0.0,0.0,LIDC-IDRI-0248,1
v3.0.1,1.23.5,2.4.0,1.4.1,3.8.20,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True}",{'Original': {}},f51740d970a4dd8cc4af999710907506f92975a7,3D,"(1.0, 1.0, 1.0)","(214, 512, 512)",-967.0267659659697,-1000.0,400.0,0d1880085dc026433645c8e04761f4ac34c87704,"(1.0, 1.0, 1.0)","(214, 512, 512)","(79, 183, 349, 17, 28, 43)",760,1,"(87.75921052631578, 197.82894736842104, 373.8776315789474)","(87.75921052631578, 197.82894736842104, 373.8776315789474)",-1000.0,-1000.0,753655821.0,0.30031432588056484,0.0,66.69947617995301,-644.0,8.872375346260357,-995.4039473684211,-1000.0,-1000.0,356.0,0.0,995.8174511689538,7.5197910307293006,753655821.0,0.9379674515235457,823.37761599723,1.7425130955914563,403.50246670699676,30.800548650079865,3.0338938036193595,1.713397437635945,0.2808690162980362,0.27177909963870334,0.44428884641838884,1.6272053709901906,0.9548298553898552,0.9480192785083162,0.9940979557189835,0.9869667565767293,-0.3168056265717587,0.3971525497508614,0.007917600039417879,1.186459780836293,0.8858681503156075,0.5368395099687373,0.7343014505894446,0.9408102705823924,2.372919561672586,0.47106028292420404,1.1868228103138263,574.3395789145432,0.9247785566512031,1.4298604647072122,2.8828471661653188,1.9175836883199646,3.838784526679009,1.8799853581773993,0.9634531805195311,1.1571395319368454,451.2376482115115,0.7239050988040092,0.816902834008097,0.3998420219536843,0.8740912803695544,2.747350028486442,0.8378073385546098,2.6363636363636362,0.11983471074380166,11.330578512396693,49.54545454545455,24624.0,24691.090909090908,24622.615109147984,0.09253648255431511,16.545454545454547,0.7520661157024794,0.8800505889620449,47.213383922295385,0.04246956997028697,3.4251185503571357,0.02894736842105263,23430.611570247936,3.015607012668054,115.26052631578948,0.15165858725761772,4.40317867036011,712.8552631578947,1.1768975069252077,2.542105263157895,37.58684210526316,40.07631578947368,37.53176330395555,0.9699838553339957,0.06838860343013126,1.4438271999213594,0.0432059711164362,3.4643248509716194,0.014234295674385432,16.679158089195223,0.0045817843589078455,6.059633482023452,LIDC-IDRI-0249,2
v3.0.1,1.23.5,2.4.0,1.4.1,3.8.20,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True}",{'Original': {}},c80fae0209b19ad3f6eded66b83902b8467c1bc7,3D,"(1.0, 1.0, 1.0)","(133, 512, 512)",-978.722939283328,-1000.0,400.0,fdde99945b4921345eaa072a5f33021450139933,"(1.0, 1.0, 1.0)","(133, 512, 512)","(86, 359, 317, 6, 19, 17)",231,1,"(88.63636363636364, 367.09090909090907, 325.28138528138527)","(88.63636363636364, 367.09090909090907, 325.28138528138527)",-1000.0,-1000.0,231000000.0,-3.203426503814917e-16,0.0,0.0,-1000.0,0.0,-1000.0,-1000.0,-1000.0,0.0,0.0,1000.0,0.0,231000000.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.2034265038149176e-16,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-3.2034265038149176e-16,1,1.0,2.0,-3.2034265038149176e-16,0.0,182.46153846153845,1.0,0.0,1.0,2.1785533645583794,2.1785533645583794,2.1785533645583794,1.0,0.8906406495562175,127.82452713611575,0.6967613229709385,0.78987678987679,0.5409945732628423,0.8583866593702469,0.8583866593702469,0.8583866593702469,1.0,1.0,0.0,1.0,53361.0,53361.0,53361.0,1.0,1.0,1.0,1.874027848053822e-05,1.874027848053822e-05,1.874027848053822e-05,-3.203426503814917e-16,0.004329004329004329,0.0,2.943042279376297,33.38095238095238,0.1445062873634302,4.343884110117877,231.0,0.0,1.0,46.116883116883116,46.116883116883116,46.116883116883116,1.0,0.03531234146199898,0.03531234146199898,0.03531234146199898,0.0,1000000.0,0.0,0.0,0.0,LIDC-IDRI-0250,1
v3.0.1,1.23.5,2.4.0,1.4.1,3.8.20,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True}",{'Original': {}},c80fae0209b19ad3f6eded66b83902b8467c1bc7,3D,"(1.0, 1.0, 1.0)","(133, 512, 512)",-978.722939283328,-1000.0,400.0,1112bd09d6d0ed49170de28eaab79fb70a9e528e,"(1.0, 1.0, 1.0)","(133, 512, 512)","(84, 353, 344, 5, 22, 16)",215,1,"(86.09767441860465, 363.68837209302325, 351.1162790697674)","(86.09767441860465, 363.68837209302325, 351.1162790697674)",-1000.0,-1000.0,215000000.0,-3.203426503814917e-16,0.0,0.0,-1000.0,0.0,-1000.0,-1000.0,-1000.0,0.0,0.0,1000.0,0.0,215000000.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.2034265038149176e-16,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-3.2034265038149176e-16,1,1.0,2.0,-3.2034265038149176e-16,0.0,167.3846153846154,1.0,0.0,1.0,2.1957846582183027,2.1957846582183027,2.1957846582183027,1.0,0.9346850838853086,113.14129279866496,0.669554667684287,0.7785330948121646,0.5044582488455256,0.8414621824900638,0.8414621824900638,0.8414621824900638,1.0,1.0,0.0,1.0,46225.0,46225.0,46225.0,1.0,1.0,1.0,2.1633315305570577e-05,2.1633315305570577e-05,2.1633315305570577e-05,-3.203426503814917e-16,0.004651162790697674,0.0,2.84219367069348,35.902325581395345,0.16698756084369928,4.676387236343969,215.0,0.0,1.0,50.348837209302324,50.348837209302324,50.348837209302324,1.0,0.03310896993744572,0.03310896993744572,0.03310896993744572,0.0,1000000.0,0.0,0.0,0.0,LIDC-IDRI-0250,2
